video,numFrame,seconds,fps,rfps,subset,featureFrame
m-zzWj55W7w,1344,56,24,24,training,1344
H6Hyd0PUx-s,1400,56,25,25,training,1400
n7mpBpTnN9k,1680,56,30,30,training,1680
q09xkFGC7k8,1680,56,30,30,null,1680
QUqg2MM6TUc,1682,58,29,29,training,1682
YCXT_nnvc-8,1680,56,30,30,training,1680
lfX2gtmYw60,1624,56,29,29,validation,1624
QMfuVLfk_6w,1680,56,30,30,validation,1680
AdMp6BRdAZc,1400,56,25,25,training,1400
O8cF3qRwIu0,1680,56,30,30,training,1680
wh_p_kizt2U,1770,59,30,30,training,1770
xBYIEJgRgVk,1682,58,29,29,training,1682
vnrbCc6vGME,1830,61,30,30,validation,1830
#NAME?,1682,58,29,29,training,1682
A0Di6LDgpBs,1624,56,29,29,training,1624
gEAJXchWWOU,840,60,14,14,validation,840
Yj-7ZXBmNcY,1624,56,29,29,training,1624
hwqjQG8a7Wk,1624,56,29,29,training,1624
NWoeijpJ4_E,1680,56,30,30,validation,1680
EVYJoWqxqWI,1680,56,30,30,training,1680
nRgMKD6OH6Q,1680,56,30,30,training,1680
cKVxKxMaLl4,1624,56,29,29,validation,1624
SyUSTXpGoLg,1400,56,25,25,training,1400
rUTZ-MGNN5s,1624,56,29,29,training,1624
F7uw_Bnon5U,1885,65,29,29,validation,1885
jR0GC5mZpj0,1680,56,30,30,validation,1680
rh6VfkQnnAY,1680,56,30,30,training,1680
t7GSyePUY7g,1680,56,30,30,training,1680
nLwShroMIYY,1624,56,29,29,null,1624
yjhU1QY9404,1500,60,25,25,null,1500
3ONSANMaoI8,2220,74,30,30,training,2220
lPSQH34m5Bs,1770,59,30,30,training,1770
Rq2Cc9RHE3U,1700,68,25,25,training,1700
tkDRjZBNEjE,1624,56,29,29,training,1624
nRZwwDdWqp8,1624,56,29,29,validation,1624
Ue4Pi34HF9c,1914,66,29,29,training,1914
#NAME?,1475,59,25,25,training,1475
D51MD3tKh3A,1624,56,29,29,null,1624
lsh5HFdmHmY,1624,56,29,29,training,1624
R_xFh-OK4RE,1488,62,24,24,training,1488
XoaIRDhBSGk,4089,141,29,29,training,4089
efF8oyRHQdo,1711,59,29,29,training,1711
WK4nkekwgXA,1800,72,25,25,training,1800
rTdJefb8XC0,7470,249,30,30,training,7470
ZkCh1GfNTRs,1682,58,29,29,training,1682
txcbhjZUMcg,1624,56,29,29,training,1624
SIsrKaW9WGU,1680,56,30,30,training,1680
HxaqNEZMEEQ,1680,56,30,30,training,1680
_srDPnzJ1E0,1710,57,30,30,training,1710
4i9cwnINsqM,1711,59,29,29,training,1711
OFi4buQLQ4g,1450,58,25,25,training,1450
gMsQecVvFCE,1925,77,25,25,training,1925
9vEG5wIObak,1680,56,30,30,training,1680
ypIsy73jfK4,1624,56,29,29,training,1624
3w0-0M7fbro,1680,56,30,30,training,1680
zyLRVE1vQvg,1740,60,29,29,training,1740
hJsyzaIlqTg,1624,56,29,29,training,1624
D-a5fGOYPGg,1820,65,28,28,training,1820
u64bhU2VR7Y,1740,58,30,30,training,1740
NZb57tI-9Xg,1624,56,29,29,training,1624
_VvfF0S0U1c,1624,56,29,29,training,1624
RgpcAWMtfLs,1500,60,25,25,training,1500
gbEX61Lshsk,17010,567,30,30,training,17010
8W-kEjXWhTs,1653,57,29,29,training,1653
sq4N7Ht-EF0,1710,57,30,30,validation,1710
czFuInHQWrA,1710,57,30,30,training,1710
qXe2MNurJZs,1740,58,30,30,training,1740
CEu_AzfGofQ,1653,57,29,29,training,1653
BhgPJmxGwOw,1750,70,25,25,training,1750
y3iUa1prWl4,1311,57,23,23,validation,1311
EG_-hRNMcT0,1653,57,29,29,training,1653
kho6PIZy36E,1653,57,29,29,training,1653
tjKyiCSqfV0,1564,68,23,23,validation,1564
i_rGK_kXjkE,1860,62,30,30,training,1860
zmK4g43qaFg,2910,97,30,30,training,2910
WfqYyMwFsqI,1710,57,30,30,training,1710
W0ygRqebm0c,1710,57,30,30,training,1710
6VnmjF8r_KE,2250,75,30,30,training,2250
0qCRztapf6M,2275,91,25,25,training,2275
8_O6srdooUA,1711,59,29,29,training,1711
2Uhj9ht7jcI,1710,57,30,30,validation,1710
qDFSWPl5VIQ,1450,58,25,25,training,1450
fTvoA07ATbk,1653,57,29,29,training,1653
hscOL40n3aw,1425,57,25,25,training,1425
ElFoPUGvHBY,1710,57,30,30,training,1710
NNE83e6BcRY,1710,57,30,30,training,1710
avgrp7JC3zA,2813,97,29,29,training,2813
UMaUisEvAwM,1890,63,30,30,null,1890
2tzglOtlI9E,2958,102,29,29,training,2958
xd7GNK1rkF4,1653,57,29,29,training,1653
Oi-zYL4YhHQ,1800,60,30,30,training,1800
a6_YgJu9vFQ,1710,57,30,30,training,1710
fUeA-QzJYc0,1653,57,29,29,validation,1653
HqaeH1UDgAE,1368,57,24,24,training,1368
xjt3eBSPCDE,1710,57,30,30,training,1710
x6CQzrybrmM,1653,57,29,29,training,1653
tKWE78mbFr0,855,57,15,15,training,855
krquNYo4cuE,1711,59,29,29,training,1711
tov_LU-Wgig,1710,57,30,30,training,1710
RBNkmMRLaqo,1710,57,30,30,training,1710
9ngAu8nszaw,1710,57,30,30,training,1710
RmGDyIB4rks,1710,57,30,30,training,1710
5uQcpP_O8Js,1740,60,29,29,training,1740
avV59hamb3k,1710,57,30,30,training,1710
ICWwPe20DIw,1425,57,25,25,training,1425
1rvgdsmu518,1740,58,30,30,training,1740
lhuiVzk4VPE,1710,57,30,30,training,1710
Zn56KdcSpMU,1653,57,29,29,training,1653
UwlAWNyxyiM,1653,57,29,29,training,1653
5R-YRpFMNvM,1425,57,25,25,validation,1425
YZZNr5kWfbY,1830,61,30,30,training,1830
R3lSJ33hX4g,1860,62,30,30,training,1860
mZ8SMNtiDZ0,1450,58,25,25,validation,1450
sAc74S16mMg,1653,57,29,29,training,1653
vrzGPhiBDZY,1740,58,30,30,training,1740
t-HchhXvsLU,1653,57,29,29,null,1653
_Jt6px0ECE8,1334,58,23,23,validation,1334
nGNHy1lM0As,1368,57,24,24,training,1368
2NiRry5qIok,513,57,9,9,null,513
4ue_5ZPGGWc,1368,57,24,24,training,1368
l0SoGtelsXo,1653,57,29,29,training,1653
TU_AT5xC2ZY,1711,59,29,29,validation,1711
xfmsmSiPUWg,1770,59,30,30,validation,1770
Tw0na90c_dw,1475,59,25,25,training,1475
Iewkiax7jko,7740,258,30,30,training,7740
gkCH38o1qWY,1653,57,29,29,training,1653
FNG8U6YuaXg,1710,57,30,30,training,1710
vlfPyHzVUt4,1140,57,20,20,validation,1140
T1Sd5HVJHMY,2639,91,29,29,training,2639
omOtOV4e5No,1710,57,30,30,training,1710
U20GjXBxM7o,17139,591,29,29,training,17139
RBW4Lmk-p6g,17160,572,30,30,training,17160
C31s32CxCos,16617,573,29,29,training,16617
NAUsTPxCiX0,17310,577,30,30,training,17310
zEJNhaTIP68,14425,577,25,25,training,14425
HFiD4NQxrKM,16762,578,29,29,training,16762
hRB6i0pwdKk,16762,578,29,29,validation,16762
UmwEKQLkMHU,1740,58,30,30,training,1740
mfkcGrasyVI,1653,57,29,29,training,1653
SAiLKEZs1SA,2790,93,30,30,training,2790
jwO9YU74dYo,1682,58,29,29,training,1682
pE__3q42q8A,1830,61,30,30,validation,1830
OO8dTb0836w,1416,59,24,24,validation,1416
HVacaNWZIY4,1740,58,30,30,training,1740
4WAO_lrlRnw,1682,58,29,29,training,1682
C0inaLLp5xA,1770,59,30,30,training,1770
JxUSLrdTESI,1740,58,30,30,training,1740
TfVHAArIwFQ,2280,76,30,30,validation,2280
weo7heHUCM4,1682,58,29,29,training,1682
giClGoG868g,1740,58,30,30,training,1740
6UYVpXKUoAk,1740,58,30,30,null,1740
sQsSqqWnQ7c,1740,58,30,30,training,1740
jYpvh_rhEDM,1682,58,29,29,training,1682
26YD0ejGSXY,1740,58,30,30,training,1740
QGhAX2Jz7_A,1740,58,30,30,null,1740
g_eYzqdBw1U,1740,58,30,30,validation,1740
rUvH463Krbg,1682,58,29,29,training,1682
ie6qHpbjGkg,1770,59,30,30,null,1770
yMlXDJs0Qf8,2150,86,25,25,validation,2150
tWN74tAW7v8,3030,101,30,30,validation,3030
SEmXNPkladU,1860,62,30,30,training,1860
jJ4-6BcqvbU,1740,58,30,30,training,1740
VBdzx2OWMDo,1850,74,25,25,training,1850
xf3mLlUjZ1c,1950,65,30,30,training,1950
#NAME?,1711,59,29,29,training,1711
ALN6k-BnXVc,2275,91,25,25,training,2275
W-0LUKuRE5s,1450,58,25,25,training,1450
a-8GBcNzx0U,1464,61,24,24,training,1464
iN8h7xDm43I,1682,58,29,29,training,1682
BLNgBUUT53U,1740,60,29,29,training,1740
98h_CPZLrJU,1856,64,29,29,training,1856
5qoRXEn-hhY,2100,75,28,28,training,2100
aXh1elBURYw,1392,58,24,24,validation,1392
_ylxi06lcaU,1653,57,29,29,training,1653
04eppdj_4Rc,1682,58,29,29,training,1682
#NAME?,1682,58,29,29,validation,1682
rQZ8DHjDDbY,1065,71,15,15,training,1065
Vb-DB_9JhoY,1682,58,29,29,training,1682
9n2-jhK-LSE,1475,59,25,25,training,1475
E0V-FPB0etA,1740,58,30,30,training,1740
RVBbMmD1vso,1682,58,29,29,training,1682
#NAME?,1770,59,30,30,training,1770
gBu3nXwWpsk,3000,120,25,25,training,3000
LeC7g3ODWew,1682,58,29,29,validation,1682
DEzpiAi-R8o,1682,58,29,29,training,1682
LSCoLtc0Kfg,1740,58,30,30,training,1740
Lp6N1eeBxHg,1740,58,30,30,training,1740
teXo0KOZ770,900,60,15,15,training,900
uus5V_TFORs,1770,59,30,30,training,1770
kxOiIYyYdzQ,1740,58,30,30,training,1740
pE5NOuDthgY,870,58,15,15,training,870
LRVUWQ3-sU0,870,58,15,15,training,870
oPoexT6_B8A,1450,58,25,25,training,1450
t4lTOz0aFiI,1682,58,29,29,training,1682
odEqdWKQcSE,1800,60,30,30,training,1800
qJG7G9cIlxY,1740,60,29,29,training,1740
Dznc5xtE8pM,1740,58,30,30,training,1740
j3dgnThPB7c,1334,58,23,23,training,1334
wogTokMt0qk,1798,62,29,29,training,1798
Im35jRs5NlI,1682,58,29,29,training,1682
Sd--H8x8WR4,1740,58,30,30,training,1740
Et9UnYhbc2U,1770,59,30,30,training,1770
0QUUJX7UxOc,1770,59,30,30,training,1770
3c99zCxqxvk,1550,62,25,25,training,1550
uW5gsYlSyME,1550,62,25,25,training,1550
5y3sSXbmNmE,1740,58,30,30,validation,1740
61XWAcxSbM0,1740,60,29,29,training,1740
Ns8mYirct-s,3900,130,30,30,training,3900
I2F9lWsZq74,1682,58,29,29,training,1682
saEhbnweZ8k,1566,58,27,27,training,1566
jSWCZvtTfhM,1682,58,29,29,training,1682
8nHIRflQSoE,1740,58,30,30,training,1740
s-zR72JWe7E,1711,59,29,29,null,1711
ULw7C3uTpyE,1740,58,30,30,training,1740
G7-iwKQju1k,1740,58,30,30,validation,1740
v1l-ddEMnrE,1740,58,30,30,training,1740
LyY7ujhIN0w,1740,58,30,30,validation,1740
nsEcr4HXTOc,1975,79,25,25,null,1975
DYW23FWmUEU,17850,595,30,30,training,17850
cxmad9cJ_eE,14575,583,25,25,training,14575
QEIp3r777gM,17520,584,30,30,training,17520
4yx2JcQ4YTE,17520,584,30,30,validation,17520
uWANECB1GQQ,17730,591,30,30,training,17730
NXMu01H_CXE,17640,588,30,30,null,17640
gVFXT2KIHT4,17081,589,29,29,training,17081
AQ81w7InFYs,1770,59,30,30,training,1770
ehE-OcnwMXM,1770,59,30,30,training,1770
rOgeBnhmp8A,1682,58,29,29,training,1682
JhFf71cUJwc,1770,59,30,30,training,1770
f_8NxV02GUo,1770,59,30,30,training,1770
SDkWh08FMoQ,1798,62,29,29,null,1798
vuaJJLzmvIg,1682,58,29,29,training,1682
8KUiMviQzP8,1770,59,30,30,validation,1770
sacncTFjoI4,1770,59,30,30,training,1770
OMVSkgDb8aQ,1770,59,30,30,training,1770
bTdUeMjjnEI,1711,59,29,29,validation,1711
T4_1s-t1Rvs,1770,59,30,30,training,1770
W3ICUZpzYUY,885,59,15,15,training,885
piHYtN8KKxA,1856,64,29,29,validation,1856
OgKClKP0_t4,1800,72,25,25,training,1800
kpNkyxlBf5g,1770,59,30,30,training,1770
aSVc8RT5Vwc,1475,59,25,25,training,1475
REwbjtajEjo,1770,59,30,30,training,1770
iUR6fNZeyy4,1711,59,29,29,training,1711
ZHBGEgcLECU,1711,59,29,29,training,1711
FfWYdCb7soI,2581,89,29,29,training,2581
y39FhnL08Y8,2291,79,29,29,training,2291
JQO9_hwZyxk,1770,59,30,30,training,1770
adbFngrrAl4,1770,59,30,30,training,1770
k0OoRG-rqrE,1770,59,30,30,training,1770
0AE4tmSURi0,1770,59,30,30,null,1770
P8BTiJ05O-E,1770,59,30,30,training,1770
f9Hsaru2ef8,1711,59,29,29,validation,1711
Ps5l1DcgD1g,1357,59,23,23,training,1357
usJXSmFYM7k,1770,59,30,30,training,1770
lhD8iCl-7wA,1770,59,30,30,training,1770
A-Yn6FRNMn4,1495,65,23,23,training,1495
DanIiu-Lo-E,1711,59,29,29,training,1711
nRM0FYwtxPk,1357,59,23,23,null,1357
uHQaQz_tD4s,1950,65,30,30,training,1950
7VF6tjxY_N8,1770,59,30,30,null,1770
g8sD_7xDGk4,1770,59,30,30,validation,1770
s3p_4XQJgDw,1770,59,30,30,validation,1770
ta59kvhqNqQ,1770,59,30,30,training,1770
fMku7MVLqyI,1475,59,25,25,null,1475
hyg7Dr8JXNw,1711,59,29,29,training,1711
4mPnuFej_Zc,1972,68,29,29,training,1972
Au-O-7QlytM,1770,59,30,30,training,1770
Hh1yOJWJmpk,1475,59,25,25,validation,1475
UTRIQLrqtBc,1475,59,25,25,null,1475
-6Xi1JNFLaA,1800,60,30,30,training,1800
RcDDSgNMbcs,2059,71,29,29,training,2059
Qu4IS10CT0Y,1711,59,29,29,training,1711
ucUVe8DDvCI,1827,63,29,29,validation,1827
CSjdlVUNNNc,1711,59,29,29,validation,1711
inbwFgxjdJI,1770,59,30,30,training,1770
Ziu5Qk44css,1900,76,25,25,training,1900
kxZ_n32BU2g,1770,59,30,30,training,1770
EMoKbzZhR_0,1600,64,25,25,validation,1600
Xb3veGZHfFE,1475,59,25,25,training,1475
X_vC-E1qOu4,1416,59,24,24,validation,1416
gD70DWTwjYc,1711,59,29,29,training,1711
_rFzUQN415U,2001,69,29,29,validation,2001
20Xjona1KIY,1711,59,29,29,validation,1711
IpBbcgrH9is,1475,59,25,25,training,1475
UiT3PVA1fsM,1770,59,30,30,null,1770
o3MqsrX0fqE,1770,59,30,30,validation,1770
b6IlcUpcQLk,2130,71,30,30,training,2130
Qu4wNW0Dxd4,1550,62,25,25,null,1550
Qr-cbXZu1UQ,1711,59,29,29,training,1711
zNJdIoWHFIo,1475,59,25,25,training,1475
eWo8H1m1mEQ,1711,59,29,29,null,1711
nKrQifEfGL8,1827,63,29,29,training,1827
rQQqSNcQeX0,1770,59,30,30,validation,1770
93MrGzeTrVM,1711,59,29,29,training,1711
JWnIZNFP6x8,1711,59,29,29,validation,1711
lCR6g1Yx1V8,2030,70,29,29,null,2030
ENxTimEV-ys,1380,60,23,23,validation,1380
XYVdp8BDYQs,2430,81,30,30,training,2430
cO03-_otR1Y,1652,59,28,28,training,1652
7DpdodnyUrA,1711,59,29,29,validation,1711
lDtvOY1mV9g,2340,78,30,30,training,2340
UZhYCcQktKY,1550,62,25,25,training,1550
HOendiag27k,2494,86,29,29,training,2494
xnhR6lTPcNc,1770,59,30,30,training,1770
lWasD7QAVsI,1770,59,30,30,validation,1770
cU89cK8JR9w,1711,59,29,29,null,1711
eAsxl7dTHKU,1770,59,30,30,training,1770
lGGygjcMJkA,1416,59,24,24,training,1416
LTXqFiPHt_M,1770,59,30,30,validation,1770
Bo0xwGSyJ68,17760,592,30,30,training,17760
bIilH0hFSM8,17910,597,30,30,training,17910
gpzEA7QTRxc,17371,599,29,29,training,17371
jMJQt5fxcA4,870,30,29,29,training,870
f0mK09kQ558,150,6,25,25,training,150
5dzLYM7tSvc,174,6,29,29,training,174
iwsANeM8r-A,180,6,30,30,validation,180
ADAK7ZLaAYk,2670,89,30,30,training,2670
#NAME?,144,6,24,24,training,144
OfJJ_nQRPO0,180,6,30,30,null,180
QFrhOxtyZBA,180,6,30,30,training,180
e01TyH4gEvk,150,5,30,30,training,150
B47TFKYCQ3w,180,6,30,30,training,180
StabEUfN40A,180,6,30,30,training,180
23Q3ujde4ds,150,6,25,25,null,150
WWEFyhKdCOw,174,6,29,29,validation,174
myBOcsUDwkw,210,7,30,30,training,210
UpU2O2z411c,150,6,25,25,training,150
ArEjQPP5J6U,348,12,29,29,validation,348
WgFeizQz6eM,180,6,30,30,training,180
WK32d93S0tE,180,6,30,30,training,180
43cG-Q5hJ9o,180,6,30,30,training,180
XX1hnwm9G0s,174,6,29,29,validation,174
LUmVxUBClRg,2407,83,29,29,validation,2407
ahlnuLj87xU,180,6,30,30,validation,180
Nk3Cl7dytYQ,180,6,30,30,null,180
6peIlKj3Jwk,1550,62,25,25,validation,1550
YkCu1Gd6_zk,406,14,29,29,validation,406
vxt2kj2b86M,180,6,30,30,training,180
DWL7PclZtv0,200,8,25,25,training,200
H-QoOQ7Wb7w,1170,39,30,30,training,1170
RWQxVVGBKKg,174,6,29,29,training,174
7oFJaY03-24,319,11,29,29,training,319
qmBjKKDaByU,1196,52,23,23,validation,1196
tti33uKNTh4,180,6,30,30,null,180
sU-iQbnWD00,180,6,30,30,training,180
iiO-nEN5xtE,150,6,25,25,training,150
PpgE2BdP3HU,180,6,30,30,training,180
NDSc_5zQHEk,180,6,30,30,training,180
70vC9umnu_A,180,6,30,30,validation,180
3Y075TgoknE,138,6,23,23,validation,138
nt37Niy8sPU,320,16,20,20,null,320
gAaShQHprG8,450,15,30,30,validation,450
eo3R0qhGcVo,943,41,23,23,validation,943
spsM8f5jbPM,174,6,29,29,training,174
MxafSzEaJ1A,900,30,30,30,training,900
YuQ6wrZVY4o,180,6,30,30,training,180
7pLsRKg7e3Q,180,6,30,30,validation,180
c_RDqHMSlFk,210,7,30,30,training,210
GMVWG63CzQU,180,6,30,30,training,180
nIw4kvN2j74,174,6,29,29,training,174
fPP3CsLFKs4,174,6,29,29,validation,174
2iQZ1xwQq08,1080,45,24,24,training,1080
GruB8oU5nkg,270,9,30,30,null,270
ugDMEJs0XaY,180,6,30,30,training,180
wuYxYSGGw7I,630,21,30,30,training,630
eJc0uedJJh4,150,6,25,25,null,150
cQ29wQwwUcI,180,6,30,30,training,180
jxVTZQtWKQ4,174,6,29,29,null,174
LqCVh6LgRcI,725,25,29,29,training,725
v3N_1VqOlec,4230,141,30,30,training,4230
xwHA9LOlaHs,377,13,29,29,training,377
DaxeX0oUAOk,180,6,30,30,training,180
pho4FBI9kV8,180,6,30,30,training,180
S-nESzQsINg,180,6,30,30,training,180
DlveyANvSb8,180,6,30,30,null,180
oONa6gUQcsU,493,17,29,29,training,493
yBgxEo85-hU,990,33,30,30,validation,990
L8mvpdi2UvU,290,10,29,29,validation,290
mlb1encMY2Q,150,6,25,25,training,150
O-41Vt3bMgY,180,6,30,30,validation,180
2IfJ7DN1gSA,150,6,25,25,null,150
c30WiM1JSm8,150,6,25,25,training,150
omKynmEF6uU,144,6,24,24,training,144
63zIVCu0QY8,128,16,8,8,null,128
wN9_abcf_3A,360,12,30,30,training,360
RMBhIKheu0w,174,6,29,29,validation,174
16gEpvq_Z3M,174,6,29,29,training,174
q1B01h8Tb9c,240,8,30,30,validation,240
8okO614e3Qc,174,6,29,29,validation,174
WxccYYwIBAA,810,27,30,30,null,810
O_8dWeae0Eg,180,6,30,30,training,180
b-Pym6P27mQ,480,16,30,30,training,480
_PI7tPtiw9k,506,22,23,23,training,506
Drw2kedlqzo,180,6,30,30,training,180
rdVZ9cps_Xo,870,29,30,30,training,870
bOoX46e2sk4,174,6,29,29,null,174
htUKsWWhtF4,180,6,30,30,training,180
1PyZaWa2zcg,180,6,30,30,validation,180
PiEJtJc2yrs,320,16,20,20,validation,320
aiXONVyJlzQ,1015,35,29,29,training,1015
7UVvGFuiP9o,180,6,30,30,null,180
wb428IjExuQ,174,6,29,29,training,174
C6QDlIAU148,168,6,28,28,training,168
IVI4zvoTgsM,180,6,30,30,training,180
iJ0apt8z4cI,300,10,30,30,validation,300
2Nhiqcq7eVc,725,25,29,29,training,725
#NAME?,174,6,29,29,training,174
XQuEio1K7xU,174,6,29,29,training,174
RncNuTOY65w,1800,60,30,30,training,1800
rb2qqhE62EU,180,6,30,30,validation,180
5j0A5D411Qw,180,6,30,30,training,180
LXT9s-Nu7dU,180,6,30,30,training,180
BIrD_NB3ZaU,210,7,30,30,validation,210
J6Z0RSpeQt8,174,6,29,29,validation,174
Obh-XObrIbQ,180,6,30,30,training,180
rz79p6wIxDg,138,6,23,23,training,138
mZqX_QdsNag,138,6,23,23,validation,138
AEehMShv3p0,180,6,30,30,training,180
E96MTFzFEGY,180,6,30,30,training,180
ZkxP8Nl3QBU,2146,74,29,29,validation,2146
YT9j-5szV9s,174,6,29,29,training,174
y-ysjcQiDFk,319,11,29,29,training,319
LYtfHqndh4I,203,7,29,29,training,203
y5e5vWbNLvY,174,6,29,29,training,174
5VSxVdyvkd8,210,7,30,30,training,210
pZz9UauGTh0,1050,42,25,25,training,1050
Eb8xYn6C7e8,180,6,30,30,training,180
KixZFmPek1s,1080,36,30,30,training,1080
CpVdlV7Pz9Y,240,8,30,30,training,240
raXgrWUDbpM,576,24,24,24,null,576
K27tYyabo7Y,1470,49,30,30,training,1470
8a2JDSbJY1U,300,10,30,30,validation,300
_Gnopn5_Mlg,200,8,25,25,training,200
oRKwRhXd6BI,180,6,30,30,training,180
u39oWl3VWP4,180,6,30,30,training,180
akphy_kAkB0,180,6,30,30,training,180
Fxbqc4lNUlQ,270,9,30,30,training,270
Trrj-Nq00WM,600,60,10,10,training,600
qwIbQwbXglw,1500,60,25,25,validation,1500
1MBl0JtMBvU,1800,60,30,30,training,1800
JUmUv5wn2xw,1800,60,30,30,training,1800
CkCGJZFgQKY,2059,71,29,29,training,2059
4cSBR78noXA,1800,60,30,30,training,1800
PHobzjr4kSo,1740,60,29,29,training,1740
lXA62BRYru4,2760,92,30,30,training,2760
KRRCsLo9sa8,1740,60,29,29,training,1740
GpEfwBzg2pw,1800,60,30,30,validation,1800
H3n2xEMBNlk,1740,60,29,29,training,1740
Swe0gEvZjuY,1740,60,29,29,training,1740
O7Rtr7-Qip0,1800,60,30,30,training,1800
gWlXIvQ0azo,1740,60,29,29,training,1740
azf40Vcx8s4,1740,60,29,29,training,1740
6lK9q5WhanI,1740,60,29,29,training,1740
NkZYTi8whPE,1440,60,24,24,validation,1440
cRK4uCtmNLM,1740,60,29,29,training,1740
3AfCPn6v6JU,660,60,11,11,training,660
FOa38UskQx8,1740,60,29,29,training,1740
RUg_D-qUn6w,540,60,9,9,training,540
sD897N5OW9I,1740,60,29,29,training,1740
DEGbG0FHvXc,1380,60,23,23,training,1380
KLGqoOcgF8E,1740,60,29,29,training,1740
0BJjeL4ZvGk,1830,61,30,30,training,1830
HVYVU01LzGI,3450,115,30,30,training,3450
dZ_uEIDj364,1740,60,29,29,training,1740
z4LAtH7uzm4,1800,60,30,30,training,1800
Kvm5nVyPfEo,1900,76,25,25,training,1900
41nr-Vdtdok,3360,112,30,30,training,3360
yeatcdWYnjA,1980,66,30,30,training,1980
LSvydONC3jw,1740,60,29,29,validation,1740
Z3mi07QioTU,1769,61,29,29,training,1769
d9ImauWVKKU,1740,60,29,29,training,1740
5S8L-X7TNoQ,1740,60,29,29,training,1740
OuJJYU2t-74,2400,80,30,30,training,2400
N6QWlAPFBp8,1800,60,30,30,training,1800
6HfQyST9Ypg,1500,60,25,25,training,1500
lrtZGAPivjw,1500,60,25,25,training,1500
u9EgGSdDK_s,1740,60,29,29,training,1740
tXmijJ7AAeo,1740,60,29,29,null,1740
MTLXLTP_jQ8,1500,60,25,25,training,1500
8QA7JpuMizw,1740,60,29,29,training,1740
4_skJnF2NME,1800,60,30,30,training,1800
tn_hA74OSBU,2784,96,29,29,training,2784
ro1Ig8pcDj0,1380,60,23,23,training,1380
dN59NFYB32I,1740,60,29,29,training,1740
jIPzQCJAm58,3074,106,29,29,null,3074
czkX0OxjPkM,1740,60,29,29,training,1740
6RGYJ69fTDk,3900,130,30,30,training,3900
bA8Lp7p5D2s,1440,60,24,24,training,1440
h_dH273p-5k,1525,61,25,25,training,1525
rktX3aLsSOI,1500,60,25,25,training,1500
x8VKA6DSaI0,900,60,15,15,training,900
VM0gbiq9Txg,600,60,10,10,null,600
8U_WQoMln0U,1200,60,20,20,training,1200
cF4AvBEFj8M,2562,183,14,14,training,2562
SjoWugwzfz4,1740,60,29,29,training,1740
qa4OVqyThMU,1800,60,30,30,training,1800
ZPKRELJ0FQg,1800,60,30,30,training,1800
S5m94EQHomM,1740,60,29,29,validation,1740
mZX9xEg2wpo,1380,60,23,23,training,1380
VzVdxijpPdk,2016,84,24,24,training,2016
IUHgELNOTxQ,1750,70,25,25,validation,1750
E3vOHg67Ihg,1740,60,29,29,training,1740
MKV52UFFOLk,2320,80,29,29,validation,2320
Jy6VMy7V9Pw,1500,60,25,25,training,1500
tVvhpM7We_8,1740,60,29,29,training,1740
PJdloh1g6pw,1800,60,30,30,training,1800
7vXKWuQlyG8,1740,60,29,29,training,1740
oIns89Gk_Ag,1740,60,29,29,training,1740
21Oq7p0ZdYk,1740,60,29,29,training,1740
gVEv8ZCKfCI,1500,60,25,25,null,1500
Z-6sRkeURIM,1740,60,29,29,validation,1740
mvFSoiMvvc8,1800,60,30,30,training,1800
KsiLEEI48os,1740,60,29,29,training,1740
9_V8hlB-sH8,1800,60,30,30,null,1800
P6z80-aySok,1500,60,25,25,training,1500
7J37Iystb3c,1740,60,29,29,training,1740
NRGbbm8ep9c,1800,60,30,30,validation,1800
aqlMgSPCd8o,1625,65,25,25,training,1625
1dx-Hh3YX6w,1800,60,30,30,training,1800
Sdr2lwVBWZo,1464,61,24,24,training,1464
aEXPOZU7K6w,2200,88,25,25,validation,2200
#NAME?,1740,60,29,29,training,1740
wAzBsM3lyHU,2400,80,30,30,training,2400
iFyFl7wGLAk,1740,60,29,29,training,1740
AGp3GNjD9XE,15030,501,30,30,null,15030
DFHAPOypfzw,1769,61,29,29,training,1769
3c1kQI8b1BM,2813,97,29,29,validation,2813
oYDgcQZ_kaY,1740,60,29,29,training,1740
-U-R4g1ZnyA,1740,60,29,29,validation,1740
npjjsqwMdzk,1827,63,29,29,training,1827
O6c9P5aue9Q,1740,60,29,29,training,1740
4tb70q3mLUc,1080,60,18,18,training,1080
A7yUC-Yk3P4,1800,60,30,30,training,1800
9vhmqVX-Bvg,1740,60,29,29,training,1740
#NAME?,1798,62,29,29,null,1798
kvO1FrusEdc,1769,61,29,29,training,1769
N5qJNUkk3h0,1650,66,25,25,null,1650
EVjK50_dVe4,2117,73,29,29,validation,2117
w98cX94JiiQ,2130,71,30,30,training,2130
xeqgv-mSsAU,1769,61,29,29,training,1769
r5Z2_uQguqI,1769,61,29,29,training,1769
VDzKq6ao_m4,1769,61,29,29,training,1769
cq7VM9XUtm8,1769,61,29,29,training,1769
1ri2cdLlkzA,1769,61,29,29,training,1769
TK6A_g5sScA,610,61,10,10,training,610
dQBJqxVG7gI,2550,85,30,30,validation,2550
SjbRQ12YEJA,1769,61,29,29,training,1769
oROZHrguvPY,1950,65,30,30,training,1950
F5C9Ng2OW9c,915,61,15,15,null,915
_H-KCaoDasA,1972,68,29,29,training,1972
AZbscXabv9o,2001,69,29,29,training,2001
m48as22VBSQ,1464,61,24,24,training,1464
